condition,drug_name,review_count,average_rating,total_useful_count,positive_reviews,mixed_reviews,negative_reviews,positive_rate,quality_flags
"mycobacterium avium-intracellulare, treatment",azithromycin,1,7.00,14,0,1,0,0.000,patient_reported_not_prescribing_guidance
"mycobacterium avium-intracellulare, treatment",zithromax,1,7.00,14,0,1,0,0.000,patient_reported_not_prescribing_guidance
"mycobacterium avium-intracellulare, treatment",rifabutin,1,3.00,1,0,0,1,0.000,patient_reported_not_prescribing_guidance
mycoplasma pneumonia,clarithromycin,2,4.50,5,1,0,1,0.500,patient_reported_not_prescribing_guidance
myelodysplastic syndrome,azacitidine,10,6.00,334,4,2,4,0.400,patient_reported_not_prescribing_guidance
myelodysplastic syndrome,vidaza,8,6.62,333,4,1,3,0.500,patient_reported_not_prescribing_guidance
myelofibrosis,jakafi,1,8.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
myelofibrosis,ruxolitinib,1,8.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
myeloproliferative disorders,gleevec,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
myeloproliferative disorders,imatinib,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
myotonia congenita,mexiletine,1,6.00,4,0,1,0,0.000,patient_reported_not_prescribing_guidance
myxedema coma,levothyroxine,1,9.00,29,1,0,0,1.000,patient_reported_not_prescribing_guidance
myxedema coma,synthroid,1,9.00,29,1,0,0,1.000,patient_reported_not_prescribing_guidance
narcolepsy,armodafinil,76,6.86,1446,42,18,16,0.553,patient_reported_not_prescribing_guidance
narcolepsy,modafinil,72,6.88,1905,42,12,18,0.583,patient_reported_not_prescribing_guidance
narcolepsy,nuvigil,66,7.09,1422,37,18,11,0.561,patient_reported_not_prescribing_guidance
narcolepsy,provigil,58,6.67,1813,31,11,16,0.534,patient_reported_not_prescribing_guidance
narcolepsy,sodium oxybate,50,8.26,1489,39,5,6,0.780,patient_reported_not_prescribing_guidance
narcolepsy,xyrem,50,8.26,1489,39,5,6,0.780,patient_reported_not_prescribing_guidance
narcolepsy,amphetamine dextroamphetamine,41,8.80,1695,37,2,2,0.902,patient_reported_not_prescribing_guidance
narcolepsy,methylphenidate,31,7.87,1136,23,3,5,0.742,patient_reported_not_prescribing_guidance
narcolepsy,adderall,28,8.75,1450,25,2,1,0.893,patient_reported_not_prescribing_guidance
narcolepsy,dextroamphetamine,17,9.00,586,16,1,0,0.941,patient_reported_not_prescribing_guidance
narcolepsy,ritalin,15,7.47,854,10,2,3,0.667,patient_reported_not_prescribing_guidance
narcolepsy,dexedrine,10,8.80,465,9,1,0,0.900,patient_reported_not_prescribing_guidance
narcolepsy,adderall xr,6,9.67,207,6,0,0,1.000,patient_reported_not_prescribing_guidance
narcolepsy,lisdexamfetamine,5,8.60,66,4,1,0,0.800,patient_reported_not_prescribing_guidance
narcolepsy,concerta,5,7.80,107,4,0,1,0.800,patient_reported_not_prescribing_guidance
narcolepsy,vyvanse,3,9.00,47,3,0,0,1.000,patient_reported_not_prescribing_guidance
narcolepsy,methylin,3,7.67,70,2,0,1,0.667,patient_reported_not_prescribing_guidance
narcolepsy,amphetamine,1,10.00,11,1,0,0,1.000,patient_reported_not_prescribing_guidance
narcolepsy,desvenlafaxine,1,9.00,47,1,0,0,1.000,patient_reported_not_prescribing_guidance
narcolepsy,methylin er,1,9.00,20,1,0,0,1.000,patient_reported_not_prescribing_guidance
narcolepsy,pristiq,1,9.00,47,1,0,0,1.000,patient_reported_not_prescribing_guidance
narcolepsy,ritalin-sr,1,9.00,39,1,0,0,1.000,patient_reported_not_prescribing_guidance
narcolepsy,dextrostat,1,8.00,20,1,0,0,1.000,patient_reported_not_prescribing_guidance
narcolepsy,ephedrine,1,8.00,7,1,0,0,1.000,patient_reported_not_prescribing_guidance
nasal carriage of staphylococcus aureus,mupirocin,3,7.00,61,1,2,0,0.333,patient_reported_not_prescribing_guidance
nasal carriage of staphylococcus aureus,bactroban,2,5.50,39,0,2,0,0.000,patient_reported_not_prescribing_guidance
nasal carriage of staphylococcus aureus,rifampin,1,9.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
nasal congestion,oxymetazoline,54,4.87,305,23,1,30,0.426,patient_reported_not_prescribing_guidance
nasal congestion,pseudoephedrine,32,7.62,607,23,2,7,0.719,patient_reported_not_prescribing_guidance
nasal congestion,afrin,28,4.00,172,9,0,19,0.321,patient_reported_not_prescribing_guidance
nasal congestion,loratadine pseudoephedrine,25,7.36,556,16,3,6,0.640,patient_reported_not_prescribing_guidance
nasal congestion,claritin-d,19,7.47,531,12,2,5,0.632,patient_reported_not_prescribing_guidance
nasal congestion,dexbrompheniramine pseudoephedrine,11,10.00,105,11,0,0,1.000,patient_reported_not_prescribing_guidance
nasal congestion,xylometazoline,11,6.82,89,7,0,4,0.636,patient_reported_not_prescribing_guidance
nasal congestion,drixoral cold and allergy,10,10.00,105,10,0,0,1.000,patient_reported_not_prescribing_guidance
nasal congestion,naphazoline,9,9.89,231,9,0,0,1.000,patient_reported_not_prescribing_guidance
nasal congestion,privine,8,10.00,230,8,0,0,1.000,patient_reported_not_prescribing_guidance
nasal congestion,vicks sinex nasal spray (old formulation),8,7.38,46,6,0,2,0.750,patient_reported_not_prescribing_guidance
nasal congestion,nostrilla,8,5.50,49,4,0,4,0.500,patient_reported_not_prescribing_guidance
nasal congestion,phenylephrine,7,9.29,38,7,0,0,1.000,patient_reported_not_prescribing_guidance
nasal congestion,sodium chloride,7,4.43,15,3,0,4,0.429,patient_reported_not_prescribing_guidance
nasal congestion,sudafed congestion,4,9.50,127,4,0,0,1.000,patient_reported_not_prescribing_guidance
nasal congestion,ayr saline nasal,4,3.00,12,1,0,3,0.250,patient_reported_not_prescribing_guidance
nasal congestion,brompheniramine pseudoephedrine,3,7.00,19,2,0,1,0.667,patient_reported_not_prescribing_guidance
nasal congestion,sudafed 24-hour,3,5.33,61,1,0,2,0.333,patient_reported_not_prescribing_guidance
nasal congestion,nexafed nasal decongestant,3,4.67,33,1,0,2,0.333,patient_reported_not_prescribing_guidance
nasal congestion,norel sr,2,10.00,10,2,0,0,1.000,patient_reported_not_prescribing_guidance
nasal congestion,claritin-d 24 hour,2,6.50,6,1,1,0,0.500,patient_reported_not_prescribing_guidance
nasal congestion,claritin-d 12 hour,2,5.00,11,1,0,1,0.500,patient_reported_not_prescribing_guidance
nasal congestion,afrin original,2,1.00,5,0,0,2,0.000,patient_reported_not_prescribing_guidance
nasal congestion,acrivastine pseudoephedrine,1,10.00,11,1,0,0,1.000,patient_reported_not_prescribing_guidance
nasal congestion,chlorpheniramine methscopolamine phenylephrine,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
nasal congestion,drixoral decongestant non-drowsy,1,10.00,46,1,0,0,1.000,patient_reported_not_prescribing_guidance
nasal congestion,loratadine-d 24 hour,1,10.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
nasal congestion,semprex-d,1,10.00,11,1,0,0,1.000,patient_reported_not_prescribing_guidance
nasal congestion,zicam extreme congestion relief,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
nasal congestion,children's dimetapp decongestant infant,1,9.00,8,1,0,0,1.000,patient_reported_not_prescribing_guidance
nasal congestion,sudafed 12-hour,1,9.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
nasal congestion,afrin sinus,1,8.00,2,1,0,0,1.000,patient_reported_not_prescribing_guidance
nasal congestion,chlorcyclizine phenylephrine,1,6.00,0,0,1,0,0.000,patient_reported_not_prescribing_guidance
nasal congestion,dallergy,1,6.00,0,0,1,0,0.000,patient_reported_not_prescribing_guidance
nasal congestion,afrin nodrip sinus,1,5.00,8,0,1,0,0.000,patient_reported_not_prescribing_guidance
nasal polyps,fluticasone,5,9.20,139,5,0,0,1.000,patient_reported_not_prescribing_guidance
nasal polyps,veramyst,3,9.00,101,3,0,0,1.000,patient_reported_not_prescribing_guidance
nasal polyps,mometasone,2,6.00,64,1,0,1,0.500,patient_reported_not_prescribing_guidance
nasal polyps,nasonex,2,6.00,64,1,0,1,0.500,patient_reported_not_prescribing_guidance
nasal polyps,flonase,1,9.00,18,1,0,0,1.000,patient_reported_not_prescribing_guidance
nausea (phosphorated carbohydrate solution),phosphorated carbohydrate solution,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
nausea vomiting,ondansetron,171,7.95,3056,130,12,29,0.760,patient_reported_not_prescribing_guidance
nausea vomiting,zofran,84,8.52,2045,71,3,10,0.845,patient_reported_not_prescribing_guidance
nausea vomiting,promethazine,83,8.93,1616,73,5,5,0.880,patient_reported_not_prescribing_guidance
nausea vomiting,prochlorperazine,62,4.29,863,20,4,38,0.323,patient_reported_not_prescribing_guidance
nausea vomiting,metoclopramide,51,3.75,858,15,0,36,0.294,patient_reported_not_prescribing_guidance
nausea vomiting,compazine,41,3.93,688,12,1,28,0.293,patient_reported_not_prescribing_guidance
nausea vomiting,reglan,36,4.00,787,12,0,24,0.333,patient_reported_not_prescribing_guidance
nausea vomiting,phenergan,28,9.36,793,27,0,1,0.964,patient_reported_not_prescribing_guidance
nausea vomiting,scopolamine,25,5.64,109,9,5,11,0.360,patient_reported_not_prescribing_guidance
nausea vomiting,zofran odt,23,7.17,453,15,2,6,0.652,patient_reported_not_prescribing_guidance
nausea vomiting,lorazepam,18,8.83,574,15,2,1,0.833,patient_reported_not_prescribing_guidance
nausea vomiting,phosphorated carbohydrate solution,16,8.75,172,14,1,1,0.875,patient_reported_not_prescribing_guidance
nausea vomiting,emetrol,14,8.71,154,12,1,1,0.857,patient_reported_not_prescribing_guidance
nausea vomiting,transderm-scop,13,5.77,62,5,2,6,0.385,patient_reported_not_prescribing_guidance
nausea vomiting,diphenhydramine,11,7.36,280,7,1,3,0.636,patient_reported_not_prescribing_guidance
nausea vomiting,dimenhydrinate,10,9.40,325,10,0,0,1.000,patient_reported_not_prescribing_guidance
nausea vomiting,dramamine,9,9.44,325,9,0,0,1.000,patient_reported_not_prescribing_guidance
nausea vomiting,hydroxyzine,8,7.50,335,5,1,2,0.625,patient_reported_not_prescribing_guidance
nausea vomiting,haloperidol,8,3.38,148,2,0,6,0.250,patient_reported_not_prescribing_guidance
nausea vomiting,haldol,7,3.71,147,2,0,5,0.286,patient_reported_not_prescribing_guidance
nausea vomiting,benadryl,6,8.17,252,4,1,1,0.667,patient_reported_not_prescribing_guidance
nausea vomiting,meclizine,5,9.80,131,5,0,0,1.000,patient_reported_not_prescribing_guidance
nausea vomiting,ativan,5,8.20,249,4,0,1,0.800,patient_reported_not_prescribing_guidance
nausea vomiting,trimethobenzamide,5,7.80,35,4,0,1,0.800,patient_reported_not_prescribing_guidance
nausea vomiting,tigan,3,6.33,24,2,0,1,0.667,patient_reported_not_prescribing_guidance
nausea vomiting,cyclizine,3,2.33,2,0,1,2,0.000,patient_reported_not_prescribing_guidance
nausea vomiting,droperidol,3,2.33,3,0,0,3,0.000,patient_reported_not_prescribing_guidance
nausea vomiting,inapsine,3,2.33,3,0,0,3,0.000,patient_reported_not_prescribing_guidance
nausea vomiting,vistaril,2,9.50,119,2,0,0,1.000,patient_reported_not_prescribing_guidance
nausea vomiting,antivert,1,10.00,39,1,0,0,1.000,patient_reported_not_prescribing_guidance
nausea vomiting,atarax,1,10.00,120,1,0,0,1.000,patient_reported_not_prescribing_guidance
nausea vomiting,bonine,1,10.00,28,1,0,0,1.000,patient_reported_not_prescribing_guidance
nausea vomiting,compro,1,10.00,33,1,0,0,1.000,patient_reported_not_prescribing_guidance
nausea vomiting,peppermint,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
nausea vomiting,chlorpromazine,1,9.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
nausea vomiting,pyridoxine,1,9.00,52,1,0,0,1.000,patient_reported_not_prescribing_guidance
nausea vomiting,thorazine,1,9.00,5,1,0,0,1.000,patient_reported_not_prescribing_guidance
nausea vomiting,vitamin b6,1,9.00,52,1,0,0,1.000,patient_reported_not_prescribing_guidance
nausea vomiting of pregnancy,doxylamine pyridoxine,77,6.64,466,42,11,24,0.545,patient_reported_not_prescribing_guidance
nausea vomiting of pregnancy,diclegis,76,6.59,466,41,11,24,0.539,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",dronabinol,14,8.43,405,12,1,1,0.857,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",marinol,9,9.22,328,9,0,0,1.000,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",aprepitant,6,9.83,52,6,0,0,1.000,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",emend,6,9.83,52,6,0,0,1.000,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",granisetron,6,9.00,24,4,2,0,0.667,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",ondansetron,6,8.00,126,5,0,1,0.833,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",dexamethasone,6,7.67,58,4,2,0,0.667,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",zofran,5,7.60,109,4,0,1,0.800,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",sancuso,4,9.25,21,3,1,0,0.750,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",lorazepam,2,10.00,42,2,0,0,1.000,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",ativan,1,10.00,31,1,0,0,1.000,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",metoclopramide,1,10.00,2,1,0,0,1.000,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",rolapitant,1,10.00,7,1,0,0,1.000,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",varubi,1,10.00,7,1,0,0,1.000,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",dexamethasone intensol,1,8.00,7,1,0,0,1.000,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",kytril,1,7.00,3,0,1,0,0.000,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",nabilone,1,6.00,0,0,1,0,0.000,patient_reported_not_prescribing_guidance
"nausea vomiting, chemotherapy induced",gabapentin,1,1.00,2,0,0,1,0.000,patient_reported_not_prescribing_guidance
"nausea vomiting, postoperative",ondansetron,6,7.83,43,5,0,1,0.833,patient_reported_not_prescribing_guidance
"nausea vomiting, postoperative",granisetron,2,10.00,10,2,0,0,1.000,patient_reported_not_prescribing_guidance
"nausea vomiting, postoperative",zofran,2,5.50,14,1,0,1,0.500,patient_reported_not_prescribing_guidance
"nausea vomiting, postoperative",aprepitant,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
"nausea vomiting, postoperative",emend,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
"nausea vomiting, postoperative",kytril,1,10.00,10,1,0,0,1.000,patient_reported_not_prescribing_guidance
"nausea vomiting, postoperative",metoclopramide,1,10.00,21,1,0,0,1.000,patient_reported_not_prescribing_guidance
"nausea vomiting, postoperative",reglan,1,10.00,21,1,0,0,1.000,patient_reported_not_prescribing_guidance
"nausea vomiting, postoperative",zofran odt,1,10.00,14,1,0,0,1.000,patient_reported_not_prescribing_guidance
"nausea vomiting, radiation induced",ondansetron,1,10.00,33,1,0,0,1.000,patient_reported_not_prescribing_guidance
"nausea vomiting, radiation induced",zofran,1,10.00,33,1,0,0,1.000,patient_reported_not_prescribing_guidance
neck pain,naproxen,2,4.50,7,1,0,1,0.500,patient_reported_not_prescribing_guidance
neoplastic diseases,methotrexate,1,7.00,1,0,1,0,0.000,patient_reported_not_prescribing_guidance
nephrocalcinosis,hydrochlorothiazide,3,7.00,52,1,2,0,0.333,patient_reported_not_prescribing_guidance
nephrotic syndrome,cellcept,2,9.50,29,2,0,0,1.000,patient_reported_not_prescribing_guidance
nephrotic syndrome,mycophenolate mofetil,2,9.50,29,2,0,0,1.000,patient_reported_not_prescribing_guidance
nephrotic syndrome,prednisone,2,6.50,3,0,2,0,0.000,patient_reported_not_prescribing_guidance
nephrotic syndrome,prednisolone,1,9.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
neuralgia,pregabalin,30,7.67,1049,21,4,5,0.700,patient_reported_not_prescribing_guidance
neuralgia,lyrica,29,7.62,1046,20,4,5,0.690,patient_reported_not_prescribing_guidance
neuralgia,nortriptyline,16,7.81,553,13,2,1,0.812,patient_reported_not_prescribing_guidance
neuralgia,baclofen,8,6.00,111,4,2,2,0.500,patient_reported_not_prescribing_guidance
neuralgia,methylprednisolone,4,9.75,53,4,0,0,1.000,patient_reported_not_prescribing_guidance
neuralgia,lioresal,3,3.00,25,0,1,2,0.000,patient_reported_not_prescribing_guidance
neuralgia,levetiracetam,2,8.50,22,2,0,0,1.000,patient_reported_not_prescribing_guidance
neuralgia,keppra,1,8.00,16,1,0,0,1.000,patient_reported_not_prescribing_guidance
neuralgia,pamelor,1,8.00,54,1,0,0,1.000,patient_reported_not_prescribing_guidance
neuropathic pain,pregabalin,111,6.49,4929,51,30,30,0.459,patient_reported_not_prescribing_guidance
neuropathic pain,lyrica,100,6.45,4896,44,30,26,0.440,patient_reported_not_prescribing_guidance
neuropathic pain,gabapentin,69,6.41,901,36,14,19,0.522,patient_reported_not_prescribing_guidance
neuropathic pain,lidocaine,12,3.83,111,3,2,7,0.250,patient_reported_not_prescribing_guidance
neuropathic pain,oxcarbazepine,4,6.75,26,2,1,1,0.500,patient_reported_not_prescribing_guidance
neurosurgery,phenytoin,2,8.50,17,2,0,0,1.000,patient_reported_not_prescribing_guidance
neurosurgery,dilantin,1,8.00,12,1,0,0,1.000,patient_reported_not_prescribing_guidance
neutropenia,filgrastim,1,10.00,25,1,0,0,1.000,patient_reported_not_prescribing_guidance
neutropenia,neupogen,1,10.00,25,1,0,0,1.000,patient_reported_not_prescribing_guidance
neutropenia associated with chemotherapy,neulasta,25,6.92,533,17,2,6,0.680,patient_reported_not_prescribing_guidance
neutropenia associated with chemotherapy,pegfilgrastim,25,6.92,533,17,2,6,0.680,patient_reported_not_prescribing_guidance
neutropenia associated with chemotherapy,filgrastim,1,10.00,36,1,0,0,1.000,patient_reported_not_prescribing_guidance
neutropenia associated with chemotherapy,neupogen,1,10.00,36,1,0,0,1.000,patient_reported_not_prescribing_guidance
new daily persistent headache,sumatriptan,5,6.00,26,3,0,2,0.600,patient_reported_not_prescribing_guidance
new daily persistent headache,keppra,3,7.33,81,2,0,1,0.667,patient_reported_not_prescribing_guidance
new daily persistent headache,levetiracetam,3,7.33,81,2,0,1,0.667,patient_reported_not_prescribing_guidance
new daily persistent headache,imitrex,1,9.00,9,1,0,0,1.000,patient_reported_not_prescribing_guidance
night terrors,clonazepam,8,8.25,196,6,2,0,0.750,patient_reported_not_prescribing_guidance
night terrors,diazepam,6,10.00,169,6,0,0,1.000,patient_reported_not_prescribing_guidance
night terrors,valium,3,10.00,155,3,0,0,1.000,patient_reported_not_prescribing_guidance
night terrors,imipramine,2,9.50,88,2,0,0,1.000,patient_reported_not_prescribing_guidance
night terrors,klonopin,2,9.50,89,2,0,0,1.000,patient_reported_not_prescribing_guidance
night terrors,st. john's wort,2,9.50,189,2,0,0,1.000,patient_reported_not_prescribing_guidance
night terrors,tofranil,1,10.00,60,1,0,0,1.000,patient_reported_not_prescribing_guidance
nightmares,prazosin,16,7.00,468,11,1,4,0.688,patient_reported_not_prescribing_guidance
nocardiosis,bactrim ds,1,7.00,10,0,1,0,0.000,patient_reported_not_prescribing_guidance
nocardiosis,sulfamethoxazole trimethoprim,1,7.00,10,0,1,0,0.000,patient_reported_not_prescribing_guidance
nocturnal leg cramps,quinine,9,8.67,212,8,0,1,0.889,patient_reported_not_prescribing_guidance
nocturnal leg cramps,carisoprodol,5,9.60,442,5,0,0,1.000,patient_reported_not_prescribing_guidance
nocturnal leg cramps,soma,4,10.00,428,4,0,0,1.000,patient_reported_not_prescribing_guidance
nocturnal leg cramps,qualaquin,3,10.00,99,3,0,0,1.000,patient_reported_not_prescribing_guidance
nocturnal leg cramps,calan sr,1,9.00,12,1,0,0,1.000,patient_reported_not_prescribing_guidance
nocturnal leg cramps,verapamil,1,9.00,12,1,0,0,1.000,patient_reported_not_prescribing_guidance
non-hodgkin's lymphoma,rituximab,10,8.30,392,9,0,1,0.900,patient_reported_not_prescribing_guidance
non-hodgkin's lymphoma,rituxan,6,9.33,381,6,0,0,1.000,patient_reported_not_prescribing_guidance
non-hodgkin's lymphoma,bendamustine,2,9.00,22,2,0,0,1.000,patient_reported_not_prescribing_guidance
non-hodgkin's lymphoma,vincristine,1,9.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
non-small cell lung cance,erlotinib,27,9.00,2295,24,2,1,0.889,patient_reported_not_prescribing_guidance
non-small cell lung cance,tarceva,27,9.00,2295,24,2,1,0.889,patient_reported_not_prescribing_guidance
non-small cell lung cance,nivolumab,18,4.61,417,6,2,10,0.333,patient_reported_not_prescribing_guidance
non-small cell lung cance,opdivo,11,3.55,341,2,2,7,0.182,patient_reported_not_prescribing_guidance
non-small cell lung cance,gefitinib,6,9.50,217,6,0,0,1.000,patient_reported_not_prescribing_guidance
non-small cell lung cance,iressa,6,9.50,217,6,0,0,1.000,patient_reported_not_prescribing_guidance
non-small cell lung cance,crizotinib,4,9.50,39,4,0,0,1.000,patient_reported_not_prescribing_guidance
non-small cell lung cance,pembrolizumab,4,1.00,10,0,0,4,0.000,patient_reported_not_prescribing_guidance
non-small cell lung cance,xalkori,3,9.33,39,3,0,0,1.000,patient_reported_not_prescribing_guidance
non-small cell lung cance,keytruda,3,1.00,10,0,0,3,0.000,patient_reported_not_prescribing_guidance
non-small cell lung cance,pemetrexed,2,9.00,39,2,0,0,1.000,patient_reported_not_prescribing_guidance
non-small cell lung cance,afatinib,2,7.50,4,1,1,0,0.500,patient_reported_not_prescribing_guidance
non-small cell lung cance,gilotrif,1,10.00,1,1,0,0,1.000,patient_reported_not_prescribing_guidance
non-small cell lung cance,necitumumab,1,10.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
non-small cell lung cance,alimta,1,8.00,38,1,0,0,1.000,patient_reported_not_prescribing_guidance
non-small cell lung cance,avastin,1,8.00,155,1,0,0,1.000,patient_reported_not_prescribing_guidance
non-small cell lung cance,bevacizumab,1,8.00,155,1,0,0,1.000,patient_reported_not_prescribing_guidance
non-small cell lung cance,paclitaxel,1,7.00,24,0,1,0,0.000,patient_reported_not_prescribing_guidance
non-small cell lung cance,taxol,1,7.00,24,0,1,0,0.000,patient_reported_not_prescribing_guidance
nonalcoholic fatty liver disease,orlistat,2,5.50,36,1,0,1,0.500,patient_reported_not_prescribing_guidance
noninfectious colitis,dicyclomine,8,6.50,78,4,2,2,0.500,patient_reported_not_prescribing_guidance
nonoccupational exposure,atripla,1,9.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
nonoccupational exposure,efavirenz,1,9.00,2,1,0,0,1.000,patient_reported_not_prescribing_guidance
nonoccupational exposure,efavirenz emtricitabine tenofovir,1,9.00,0,1,0,0,1.000,patient_reported_not_prescribing_guidance
nonoccupational exposure,sustiva,1,9.00,2,1,0,0,1.000,patient_reported_not_prescribing_guidance
nonoccupational exposure,emtricitabine tenofovir,1,3.00,0,0,0,1,0.000,patient_reported_not_prescribing_guidance
not listed othe,phentermine,30,9.10,76,27,3,0,0.900,patient_reported_not_prescribing_guidance
not listed othe,buprenorphine naloxone,10,9.50,5,9,1,0,0.900,patient_reported_not_prescribing_guidance
not listed othe,oxycodone,10,9.40,25,10,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,alprazolam,9,9.67,20,9,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,gabapentin,9,8.56,32,8,1,0,0.889,patient_reported_not_prescribing_guidance
not listed othe,tramadol,7,8.43,58,5,2,0,0.714,patient_reported_not_prescribing_guidance
not listed othe,quetiapine,7,6.57,6,4,1,2,0.571,patient_reported_not_prescribing_guidance
not listed othe,methadone,6,9.83,89,6,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,lorazepam,6,9.50,46,5,1,0,0.833,patient_reported_not_prescribing_guidance
not listed othe,levonorgestrel,6,6.17,1,2,2,2,0.333,patient_reported_not_prescribing_guidance
not listed othe,ethinyl estradiol norethindrone,6,5.33,0,2,1,3,0.333,patient_reported_not_prescribing_guidance
not listed othe,duloxetine,5,9.00,3,5,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,meloxicam,5,8.20,72,4,0,1,0.800,patient_reported_not_prescribing_guidance
not listed othe,escitalopram,5,7.20,2,3,1,1,0.600,patient_reported_not_prescribing_guidance
not listed othe,bupropion,5,5.80,10,3,0,2,0.600,patient_reported_not_prescribing_guidance
not listed othe,metronidazole,5,5.80,8,2,1,2,0.400,patient_reported_not_prescribing_guidance
not listed othe,clindamycin,5,4.40,21,2,0,3,0.400,patient_reported_not_prescribing_guidance
not listed othe,topiramate,5,4.20,13,2,0,3,0.400,patient_reported_not_prescribing_guidance
not listed othe,acetaminophen oxycodone,4,9.25,3,4,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,sertraline,4,9.25,5,3,1,0,0.750,patient_reported_not_prescribing_guidance
not listed othe,acetaminophen hydrocodone,4,9.00,5,4,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,zolpidem,4,8.75,1,3,1,0,0.750,patient_reported_not_prescribing_guidance
not listed othe,citalopram,4,8.50,20,3,1,0,0.750,patient_reported_not_prescribing_guidance
not listed othe,venlafaxine,4,8.25,7,3,0,1,0.750,patient_reported_not_prescribing_guidance
not listed othe,clonazepam,4,8.00,5,2,2,0,0.500,patient_reported_not_prescribing_guidance
not listed othe,melatonin,4,7.00,50,2,1,1,0.500,patient_reported_not_prescribing_guidance
not listed othe,methylprednisolone,4,5.25,54,2,0,2,0.500,patient_reported_not_prescribing_guidance
not listed othe,magnesium citrate,3,10.00,103,3,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,armodafinil,3,9.67,9,3,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,propranolol,3,9.33,26,3,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,hydromorphone,3,9.00,5,3,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,testosterone,3,8.67,36,2,1,0,0.667,patient_reported_not_prescribing_guidance
not listed othe,atenolol,3,8.33,73,3,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,amphetamine dextroamphetamine,3,8.00,3,2,1,0,0.667,patient_reported_not_prescribing_guidance
not listed othe,dexamethasone,3,6.33,14,2,0,1,0.667,patient_reported_not_prescribing_guidance
not listed othe,temazepam,3,6.33,10,2,0,1,0.667,patient_reported_not_prescribing_guidance
not listed othe,nortriptyline,3,6.00,5,2,0,1,0.667,patient_reported_not_prescribing_guidance
not listed othe,lisinopril,3,5.00,63,1,0,2,0.333,patient_reported_not_prescribing_guidance
not listed othe,ethinyl estradiol levonorgestrel,3,4.00,0,0,1,2,0.000,patient_reported_not_prescribing_guidance
not listed othe,levofloxacin,3,3.00,5,0,1,2,0.000,patient_reported_not_prescribing_guidance
not listed othe,ethinyl estradiol norgestimate,3,2.33,0,0,0,3,0.000,patient_reported_not_prescribing_guidance
not listed othe,buspirone,2,10.00,31,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,ciprofloxacin,2,10.00,2,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,cyproheptadine,2,10.00,17,2,0,0,1.000,patient_reported_not_prescribing_guidance
not listed othe,diazepam,2,10.00,12,2,0,0,1.000,patient_reported_not_prescribing_guidance
